"","ids","clsids","schids","ctyids","frame","subsample","fall","grade9","ba01","ba02","ba03","ba04","ba05","ba06","ba07","ba0801","ba0802","ba0803","ba0804","ba0805","ba0806","ba0807","ba0808","ba09","ba10","ba11","ba12","ba13","ba1401","ba1402","ba1403","ba1404","ba1405","ba15","ba16","ba1701","ba1702","ba1703","ba1704","ba1705","ba1706","ba18","ba19","ba20","ba21","bb01","bb02","bb0300","bb0301","bb0302","bb0303","bb0304","bb0305","bb0306","bb04","bb0500","bb0501","bb0502","bb0503","bb0504","bb0505","bb0506","bb06","bb07","bb08","bb09","bb10","bb1101","bb1102","bb1103","bb1201","bb1202","bb1203","bb1204","bb1205","bb1206","bb1207","bb13","bb14","bb15","bb16","bb17","bb18","bb19","bb20","bc0101","bc0102","bc0103","bc0104","bc0105","bc0106","bc0201","bc0202","bc0203","bc0204","bc0205","bc0206","bc0207","bc0208","bc0209","bc0301","bc0302","bc0303","bc0304","bc0305","bc0306","bc0307","bc0308","bc04","bc04a","bc04b","bc04c","bc05a","bc05b","bc05c","bc05d","bc05e","bc05f","bc05g","bc0601","bc0602","bc0603","bc0603a","bc0604","bc0605","bc07","bc08","bc09","bc10","bc11","bc12","bc1300","bc1301","bc1302","bc1303","bc1304","bc1305","bc1306","bc1307","bc1308","bc1309","bc14","bd01","bd02","bd03","bd04","bd05","bd06","bd07","bd08","bd09","bd10","bd11","bd12a","bd12b","bd13","bd14","bd14a","bd14b","bd1500","bd1501","bd1502","bd1503","bd1504","bd1505","bd1506","bd1507","bd1601","bd1601a","bd1602","bd1603","bd1604","bd1605","bd1606","bd1607","bd1701","bd1702","bd1703","bd1704","be01","be02","be03","be04","be05","be06","be07","be08","be09","be1001","be1002","be1003","be1101","be1102","be1201","be1202","be1203","be1204","be1205","be1206","be1207","be1301","be1302","be1303","be1304","be14","be15","be15a","be16","be17","be18","be19","be20","be21","be22","be23","be24","be25","be26","be27","be28","be29","be30","be3101","be3102","be3103","be3104","be3105","be3106","be3107","be3108","be3201","be3202","be3203","be3204","be3301","be3302","be3303","random_even_placement"
"3508",17723,407,105,27,1,1,1,0,2,2,0,2,1,50,1,2,2,2,2,2,1,3,2,4,3,1,1,2,2,3,3,3,3,3,3,6,3,5,5,2,1,8,3,3,4,1,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,4,4,5,2,1,3,4,1,1,1,1,0,1,1,2,2,3,3,3,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,0,0,68,5,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,9997,0,1,3,2,6.90000009536743,157,100,5,2,"","",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,4,3,1974,1,1,3,9997,3,5,9,4,3,2,2,1,1,1,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,3,1,1,1,1,2,0,0,0,0,1,0,0,0,1,1,1,1,3,2,2,1
"3509",17724,407,105,27,1,1,1,0,2,2,0,5,1,50,2,3,3,3,3,2,2,3,3,2,1,1,1,5,2,2,3,3,3,2,3,6,1,6,3,1,1,6,3,5,2,1,3,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,3,5,4,3,2,3,3,2,1,1,0,1,0,1,0,2,2,3,3,3,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,NA,0,0,69,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,1,2,2,5.19999980926514,155,116,5,1,"100","50",0,1,0,1,0,0,1,0,0,NA,1,1,0,0,0,0,1,2,1,4,1972,1,1,1,NA,3,3,8,4,1,2,1,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,2,1,1,3,1,1,3,5,7,1,1,1,0,0,0,0,0,1,0,1,0,3,2,2,1
"3510",17725,407,105,27,1,1,1,0,2,2,0,3,1,30,1,3,3,3,3,3,3,3,3,4,1,2,1,5,3,2,3,2,2,3,3,6,6,6,4,2,2,7,4,2,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,4,2,3,3,4,1,0,0,0,0,1,1,2,1,3,3,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,0,0,69,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7.5,155,72,4,1,"175","175",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,3,3,NA,1,1,2,1988,3,7,2,5,2,3,2,2,5,1,1,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,5,1,1,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,3,3,4,1
"3511",17726,407,105,27,1,1,1,0,2,1,0,2,2,20,1,2,2,2,2,2,3,3,2,2,4,1,0,4,2,1,1,1,1,3,3,6,5,4,5,3,2,2,8,2,3,1,3,0,1,1,0,1,0,0,2,0,1,1,0,1,0,0,1,4,4,4,5,2,4,4,0,0,0,0,0,1,1,1,1,2,3,3,3,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,300,300,0,0,0,0,0,1,1,1,15,0,0,69,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,2010,1,3,2,4.59999990463257,163,95,4,1,"170","180",1,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,2,2,2,3,1973,8,1,1,NA,3,3,8,5,1,4,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,1,4,2,6,1,1,3,5,7,1,0,0,0,0,0,0,0,0,1,0,0,3,3,2,1
"3512",17728,407,105,27,1,1,1,0,2,1,1200,3,1,80,1,3,3,3,2,2,3,3,3,3,4,1,0,10,2,2,2,2,2,3,3,6,1,6,1,1,1,8,1,5,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,3,5,2,2,2,2,0,0,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,0,60,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,0,155,90,5,2,"","",1,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,4,3,3,4,1980,1,1,1,NA,3,3,8,3,1,4,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,5,1,2,1,1,2,1,4,0,0,0,0,0,0,0,1,0,1,1,0,2,2,2,1
"3513",17729,407,105,27,1,1,1,0,2,2,0,3,1,30,1,2,NA,2,3,3,3,2,2,4,1,1,0,4,3,3,3,3,3,3,3,6,5,5,1,1,2,7,6,3,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,3,4,3,3,3,3,1,1,0,0,0,1,0,1,1,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,69,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,9997,2006,1,3,2,5.19999980926514,150,80,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,3,3,2,3,1977,1,1,3,NA,3,3,6,3,2,3,4,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,6,2,9,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3,1
"3514",17731,407,105,27,1,1,1,0,1,2,0,5,2,50,1,2,2,2,2,2,1,2,2,4,1,1,1,2,3,2,2,3,2,1,2,6,6,6,5,1,1,7,1,3,4,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,5,3,4,4,3,0,0,0,1,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,6,0,0,1,6,99999,0,1,1,0,NA,0,0,69,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,NA,0,1,3,2,0,160,85,3,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,2,4,2,3,1970,1,1,1,NA,3,2,7,3,1,4,1,5,5,1,1,1,1,0,0,0,NA,NA,NA,NA,2,2,1,NA,22,0,3,2,1,2,8,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,3,2,1
"3515",17732,407,105,27,1,1,1,0,2,2,0,3,1,40,1,2,2,3,2,3,2,3,3,4,3,1,1,2,3,3,3,3,3,3,3,6,4,5,5,5,3,7,1,2,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,4,2,4,4,4,1,1,0,1,0,1,1,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,0,0,69,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7,156,120,3,2,"","",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,4,4,1976,1,1,2,9997,3,5,7,3,2,2,2,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,8,2,2,1,2,NA,2,8,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,1
"3516",17733,408,105,27,1,1,1,0,2,2,0,NA,1,20,1,2,2,3,2,NA,1,2,2,4,1,1,0,3,3,3,2,3,3,2,3,6,NA,6,5,3,1,8,10,5,4,1,1,0,1,1,1,0,1,0,3,0,1,1,0,0,0,0,3,5,5,4,1,4,3,3,1,0,0,1,0,1,0,2,1,3,3,3,3,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,99999,NA,1,0,0,NA,1,0,68,4,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,NA,NA,3,3,2,5.80000019073486,143,76,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,3,3,3,4,1974,1,1,1,NA,3,6,7,3,3,2,2,1,1,1,1,0,0,0,1,0,0,0,1,0,2,1,NA,NA,NA,NA,3,2,3,2,5,1,8,1,1,1,2,3,0,0,0,0,0,0,1,0,1,1,1,0,3,3,3,1
"3517",17734,408,105,27,1,1,1,0,2,1,2000,1,1,100,2,2,3,3,3,3,3,3,3,4,2,1,1,5,3,3,3,3,3,2,3,6,6,5,1,1,3,6,2,5,3,1,3,0,1,1,1,0,0,0,3,0,1,1,1,0,0,0,3,5,5,4,2,4,3,4,1,0,0,0,0,1,1,2,2,3,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,0,0,68,4,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,NA,2002,1,3,2,4.19999980926514,153,76,3,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,4,3,3,1978,1,1,1,NA,3,3,7,3,2,3,3,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,2,1,NA,NA,NA,NA,3,2,3,2,6,1,4,1,1,1,1,8,0,0,0,0,0,0,0,1,1,1,0,0,3,3,3,1
"3518",17735,408,105,27,1,1,1,0,2,1,560,1,3,40,2,3,3,3,3,3,3,3,3,2,3,1,1,1,2,2,2,2,2,3,3,6,5,5,6,6,6,9,1,3,4,1,3,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,3,5,5,3,2,4,3,3,1,0,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,1,0,0,NA,0,0,68,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2001,0,1,3,2,0,157,90,4,2,"","",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,3,3,3,3,1975,1,1,2,1998,3,7,3,4,4,4,3,1,1,1,1,0,0,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,7,1,1,1,1,4,0,0,0,0,1,0,0,0,1,0,1,1,4,4,4,1
"3519",17736,408,105,27,1,1,1,0,2,2,0,3,2,20,2,2,2,2,NA,1,1,2,2,5,1,1,1,2,2,2,2,2,2,2,2,6,3,2,5,2,3,8,2,5,3,1,3,0,1,0,1,0,0,0,3,0,1,0,1,0,0,0,3,5,4,5,2,4,4,4,1,1,1,0,0,1,0,2,2,3,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,0,0,67,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7.19999980926514,154,93,4,2,"","",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,3,3,3,1972,1,1,2,9997,3,9,3,4,2,1,3,2,1,1,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,1,6,2,7,1,1,1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,3,3,3,1
"3520",17737,408,105,27,1,1,1,0,2,2,0,4,1,20,1,3,3,3,3,2,2,3,3,4,4,1,1,3,3,3,3,3,3,2,2,6,6,6,6,1,1,7,1,2,4,1,2,0,1,1,1,0,0,0,2,0,1,1,1,1,1,1,3,5,5,4,1,4,4,4,1,1,0,1,0,1,1,2,2,3,3,3,3,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,0,0,68,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,6,153,100,3,1,"0","100",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,3,4,1976,1,1,2,1995,3,8,1,5,2,3,3,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,5,2,8,1,1,1,2,2,1,0,0,0,1,0,0,0,1,1,1,1,2,2,2,1
"3521",17739,408,105,27,1,1,1,0,2,1,600,1,1,14,1,2,2,3,3,3,2,3,2,4,3,2,2,6,3,3,3,3,3,3,3,6,5,5,4,3,2,9,1,3,4,1,1,0,1,1,1,0,0,0,2,0,1,1,1,1,0,0,3,5,5,4,1,4,4,4,1,1,0,0,0,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,99999,NA,1,0,0,NA,0,0,67,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,9997,0,1,3,2,6.40000009536743,150,94,4,2,"","",1,0,0,0,0,0,0,0,0,NA,1,0,0,1,0,0,4,4,4,4,1976,1,1,3,9997,3,5,6,5,2,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,2,1,1,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,4,4,4,1
"3522",17740,408,105,27,1,1,1,0,2,2,0,2,1,50,1,2,2,1,3,3,2,3,3,2,3,NA,NA,2,3,3,3,3,2,3,3,6,1,6,5,2,3,8,1,2,4,1,3,0,1,1,0,0,1,0,2,0,1,1,0,0,1,0,3,5,4,4,1,4,4,4,1,1,1,1,0,1,0,1,1,3,3,3,3,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,NA,200,0,200,0,0,0,0,0,0,0,NA,0,1,68,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,2,2,2,4.59999990463257,160,49,5,1,"150","175",0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,4,2,2,4,1974,1,1,2,1991,1,7,1,2,3,4,2,2,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,3,2,5,2,2,1,1,2,1,2,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,1
"3523",17741,408,105,27,1,1,1,0,6,2,0,2,1,85,3,3,3,3,3,2,2,3,3,2,1,1,0,7,2,1,2,1,2,3,3,5,1,6,1,1,1,7,3,4,3,1,2,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,3,4,4,5,4,3,3,3,0,0,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,6,0,0,0,0,0,0,0,0,1,0,NA,0,0,69,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,2,3,2,0,156,92,4,1,"500","650",1,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,3,2,2,3,1949,1,1,2,NA,3,3,9,3,2,3,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,3,1,3,NA,5,2,3,1,2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,3,3,3,1
"3524",17742,408,105,27,1,1,1,0,1,2,0,2,1,20,1,2,2,2,3,3,2,3,3,4,2,1,1,3,3,3,3,3,3,3,3,6,2,5,5,1,1,9,3,3,4,1,3,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,3,5,5,4,1,4,4,4,0,0,0,0,0,1,1,1,2,3,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,1,68,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,9997,0,1,3,2,6,160,110,4,1,"250","250",1,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,3,3,3,3,1972,4,1,3,9997,1,7,1,4,2,3,2,2,5,1,1,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,3,2,4,1,1,2,2,6,1,1,1,0,1,0,0,0,0,0,1,1,3,3,3,1
"3525",17743,408,105,27,1,1,1,0,2,2,0,1,2,8,1,2,3,3,3,3,2,3,3,2,1,1,0,3,3,3,2,2,3,3,3,6,4,5,5,3,3,7,5,2,3,1,3,0,1,1,0,0,1,0,3,0,1,1,1,0,1,0,3,5,5,4,2,4,3,3,1,1,1,1,0,1,0,1,1,3,2,3,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,0,0,100,0,0,NA,1,0,0,NA,0,0,67,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,9997,2013,1,3,2,6,160,98,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,3,4,4,4,1972,8,1,2,9997,3,8,1,3,2,2,2,2,1,0,1,0,0,0,0,0,1,0,1,0,2,1,NA,NA,NA,NA,3,2,3,1,6,2,3,1,1,2,1,4,0,0,1,0,1,0,0,1,1,0,0,0,3,3,2,1
"3526",17744,408,105,27,1,1,1,0,1,1,2800,2,1,20,1,3,3,3,3,3,2,3,2,4,4,1,1,4,3,2,3,3,3,2,3,NA,6,6,6,1,3,8,4,4,4,1,3,0,1,1,1,0,1,0,4,0,1,1,1,0,1,0,3,5,5,2,2,3,3,3,1,1,0,1,0,1,0,2,2,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,15,0,0,68,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,9997,0,1,3,2,5.69999980926514,170,108,5,1,"350","350",0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,3,2,4,1977,1,1,2,9997,3,2,7,5,1,4,1,2,5,1,1,1,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,1,5,1,3,1,1,2,2,3,0,0,0,0,0,0,0,1,1,0,1,1,3,3,3,1
"3527",17745,408,105,27,1,1,1,0,1,2,0,5,1,12,1,3,3,3,NA,1,1,3,3,4,4,1,1,NA,2,1,1,2,2,1,3,NA,NA,NA,NA,1,1,6,9,2,2,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,5,4,4,2,4,4,4,0,0,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,1,1,0,NA,0,0,68,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,NA,2004,1,3,1,NA,165,85,3,1,"250","260",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,4,4,NA,1,1,1,NA,3,4,8,2,1,4,4,5,5,0,0,0,0,1,0,0,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,1,1,2,5,1,5,1,1,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"3528",17747,408,105,27,1,1,1,0,2,2,0,3,1,20,1,3,3,3,3,3,3,3,3,4,4,1,1,5,3,2,3,2,3,3,3,6,6,6,5,2,5,6,1,3,4,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,5,5,3,4,3,4,0,0,0,0,0,1,0,2,2,3,3,3,3,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,500,0,500,0,0,0,NA,0,1,0,NA,0,0,68,4,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,6.59999990463257,160,76,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,4,3,2,1980,1,1,1,NA,3,3,7,5,2,3,1,1,1,1,1,1,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,10,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,3,3,1
"3529",17748,408,105,27,1,1,1,0,1,2,0,1,1,20,1,3,2,3,3,2,2,3,2,4,3,1,1,3,2,2,2,2,2,2,2,6,6,6,6,3,3,7,3,2,3,1,3,0,1,1,0,0,1,0,3,0,1,1,0,0,1,0,3,5,5,4,1,4,4,4,0,0,0,0,0,1,0,2,2,3,3,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,0,0,67,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,0,1,3,2,6.09999990463257,165,100,5,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,4,4,4,1977,1,1,1,NA,3,5,7,5,2,3,3,2,2,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,4,1,1,1,1,4,0,0,0,0,1,0,1,0,1,1,1,1,4,4,4,1
"3530",17749,408,105,27,1,1,1,0,1,2,0,3,1,50,3,2,2,2,2,1,2,2,2,2,1,1,0,1,3,2,2,3,3,3,3,6,6,6,6,2,1,7,10,5,3,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,3,3,3,3,2,3,3,3,1,1,0,0,0,1,1,2,2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,1,0,0,NA,0,0,65,4,4,3,2,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,NA,NA,1,3,2,7,160,90,3,2,"","",1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,4,4,4,3,1972,8,2,2,1993,3,8,9,3,NA,NA,4,5,5,1,0,0,0,1,0,1,0,1,1,0,2,2,1,1,3,0,3,1,3,2,6,1,2,1,1,2,1,4,0,0,1,0,0,0,0,0,1,1,1,0,2,2,2,1
"3531",17750,408,105,27,1,1,1,0,2,1,NA,4,1,50,1,3,3,3,3,3,3,3,3,2,1,1,0,3,3,3,3,3,3,3,3,6,6,6,NA,1,1,7,4,5,3,1,3,0,1,1,1,0,0,0,3,0,1,1,1,0,0,0,3,5,5,4,1,4,4,4,1,1,0,1,1,1,0,2,1,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,68,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,NA,NA,1,3,2,6.59999990463257,171,110,4,2,"","",1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,3,3,3,3,1976,8,2,3,NA,3,5,4,4,2,2,NA,1,1,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,NA,3,1,1,3,5,6,1,0,0,0,0,0,0,0,1,0,0,1,4,4,4,1
"3532",17751,408,105,27,1,1,1,0,2,2,0,1,1,60,1,3,3,3,3,2,2,3,3,4,3,1,1,2,3,3,3,3,3,3,3,6,6,6,6,3,3,7,4,2,4,1,3,0,1,1,1,0,1,1,2,0,1,0,0,0,0,0,2,4,4,3,2,4,4,4,1,1,0,1,0,1,0,1,1,3,3,3,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,400,0,400,0,0,99999,0,1,0,0,NA,0,0,68,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,9997,0,1,3,2,7.30000019073486,162,90,5,1,"50","150",1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,4,4,4,4,1974,1,1,2,1993,3,8,3,4,3,3,2,2,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,2,6,2,6,1,1,2,2,4,0,0,0,0,1,0,0,0,1,1,1,0,3,3,3,1
