"","w2clsids","schids","ctyids","tchids","w2tchstatus","w2tchsubject","w2tchhr","w2tcha0101","w2tcha0102","w2tcha0103","w2tcha0104","w2tcha0105","w2tcha0106","w2tcha0107","w2tcha0108","w2tcha0109","w2tcha0110","w2tcha02","w2tcha03","w2tcha04","w2tcha05","w2tcha06","w2tcha07","w2tcha08","w2tcha09","w2tcha10","w2tcha11","w2tcha1201","w2tcha1202","w2tcha1203","w2tcha1204","w2tcha1301","w2tcha1302","w2tcha1303","w2tcha1401","w2tcha1402","w2tcha1403","w2tcha1404","w2tcha1501","w2tcha1502","w2tcha1503","w2tcha1504","w2tcha1601","w2tcha1602","w2tcha1603","w2tcha1604","w2tcha1605","w2tcha1606","w2tcha1607","w2tcha1608","w2tcha1701","w2tcha1702","w2tcha1703","w2tcha1704","w2tcha1705","w2tcha1706","w2tcha1707","w2tcha1708","w2tcha1709","w2tcha1710","w2tcha18","w2tcha1901","w2tcha1902","w2tcha1903","w2tcha20a01","w2tcha20b01","w2tcha20c01","w2tcha20a02","w2tcha20b02","w2tcha20c02","w2tcha20a03","w2tcha20b03","w2tcha20c03","w2tcha21","w2tcha2201","w2tcha2202","w2tcha2203","w2tcha2204","w2tcha2205","w2tcha2206","w2tcha2207","w2tcha2301","w2tcha2302","w2tcha2303","w2tcha2304","w2tcha2305","w2tcha2306","w2tcha2307","w2tchb01","w2tchb0201","w2tchb0202","w2tchb0203","w2tchb0204","w2tchb0205","w2tchb0206","w2tchb0207","w2tchb03a01","w2tchb03b01","w2tchb03a02","w2tchb03b02","w2tchb03a03","w2tchb03b03","w2tchb03a04","w2tchb03b04","w2tchb03a05","w2tchb03b05","w2tchb04","w2tchb05","w2tchb06","w2tchb07","w2tchb08a","w2tchb08b","w2tchb0901","w2tchb0902","w2tchb0903","w2tchb10","w2tchb11","w2tchc01","w2tchc02","w2tchc03","w2tchc04","w2tchc05","w2tchc06","w2tchc07","w2tchc08","w2tchc09","w2tchc10a","w2tchc10b","w2tchc11","w2tchc11a","w2tchc12","w2tchc13","w2tchc14","w2tchc15a","w2tchc15b","w2tchc1601","w2tchc1602","w2tchc1603","w2tchc1604","w2tchc1605","w2tchc1701","w2tchc1702","w2tchc1703","w2tchc1704","w2tchc1705","w2tchc1706","w2tchc18","w2tchc19","w2tchc20","w2tchc21","w2tchc22","w2tchc23","w2tchc24","w2tchc25","w2tchc2601","w2tchc2602","w2tchc2603","w2tchc2604","w2tchc27","w2tchc28","w2tchc2901","w2tchc2902","w2tchc2903","w2tchc2904","w2tchc2905","w2tchc2906","w2tchc2907","w2tchc3001","w2tchc3002","w2tchc3003","w2tchc3004","w2tchc3005","w2tchc3006","w2tchc3007","w2tchc3101","w2tchc3102","w2tchc3103","w2tchc3104","w2tchc3105","random_even_placement"
"91",478,59,15,645,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,2,1,12,12,12,12,48,1,1,1,0,0,4,4,4,4,4,3,3,50,0,40,10,4,4,4,4,4,4,4,4,2,3,3,2,2,3,3,1,3,3,5,3,3,3,5,4,4,5,4,4,4,3,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1976,2,6,1,1,3,18,2,2008,8,1,1997,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,1,4,NA,3,3,2,2,3,3,4,4,4,4,4,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1
"92",478,59,15,646,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,4,1,1,10,12,7,42,1,1,1,0,1,4,2,3,2,3,1,2,0,0,80,0,4,3,3,3,4,4,4,3,2,3,3,2,2,3,NA,2,2,2,4,1,1,1,4,4,4,4,4,4,4,4,4,4,0,0,0,1,1,1,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,2,6,1,1,3,18,2,2002,9,1,1997,3,0,2,NA,NA,1,1,1,0,0,0,0,1,0,0,0,2,4,NA,3,3,2,2,2,1,3,3,3,3,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
"93",476,59,15,646,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,4,1,1,10,12,7,42,1,1,1,0,1,4,2,3,2,3,1,2,0,0,80,0,4,3,3,3,4,4,4,3,2,3,3,2,2,3,3,2,2,2,4,1,1,1,4,4,4,4,4,4,4,4,4,4,0,0,0,1,1,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,2,6,1,1,3,18,2,2002,9,1,1997,3,0,2,NA,NA,1,1,1,0,0,0,0,1,0,0,0,2,4,NA,3,3,2,2,2,1,3,3,3,3,3,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
"94",479,59,15,648,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,2,2,NA,16,8,8,50,1,1,0,0,1,4,3,3,2,2,3,1,80,0,15,5,4,3,5,3,3,3,4,2,3,3,2,2,2,2,2,1,2,2,2,1,1,1,3,3,3,3,3,3,3,3,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1964,2,5,1,1,3,28,2,2010,3,2,NA,3,NA,2,NA,NA,1,1,1,0,1,0,0,0,1,1,0,2,3,NA,2,1,2,2,2,3,3,3,3,3,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
"95",479,59,15,650,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,2,1,1,12,10,8,30,1,1,1,0,1,4,3,3,3,3,4,2,80,NA,20,NA,4,3,4,4,3,3,3,3,2,3,3,2,2,2,2,1,2,2,3,3,3,3,4,4,4,4,4,3,4,4,2,4,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1981,2,5,1,1,3,12,2,2003,9,1,2004,2,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,2,3,NA,3,3,2,2,2,2,3,4,3,3,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
"96",478,59,15,650,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,2,1,1,12,10,8,30,1,1,1,0,1,4,3,3,3,3,4,2,80,NA,20,NA,4,3,4,4,3,3,3,3,2,3,3,2,2,2,2,1,2,2,3,3,3,3,4,4,4,4,4,3,4,4,2,4,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1981,2,5,1,1,3,12,2,2003,9,1,2004,2,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,2,3,NA,3,3,2,2,2,2,3,4,3,3,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
"97",476,59,15,651,1,3,1,0,0,1,0,0,0,0,0,0,0,2013,4,4,2,0,12,6,6,40,1,1,1,0,1,4,4,4,3,3,2,2,90,0,10,0,4,3,2,2,3,4,4,3,1,3,3,2,2,3,3,2,3,2,4,3,3,3,4,4,4,4,4,4,3,3,3,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,1,1,1,0,0,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,4,1,1,2,2,30,40,0,0,3,3,2,1978,2,5,1,1,3,17,2,2011,9,1,1997,3,0,1,1997,9,1,1,1,0,0,0,0,0,0,1,0,1,5,5,4,2,2,2,3,4,5,4,4,5,5,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1
"98",477,59,15,652,1,3,1,0,0,1,0,0,0,0,0,0,0,2014,4,4,2,NA,6,12,8,480,1,1,1,0,1,4,4,4,3,3,3,3,90,0,10,0,4,4,3,3,3,4,NA,2,2,3,3,2,2,3,2,2,1,1,5,3,2,2,4,4,4,3,3,3,3,3,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,4,1,1,1,NA,NA,42,0,0,3,2,2,1976,2,6,1,1,3,13,2,2013,9,1,2013,2,0,2,2013,9,1,1,1,0,0,0,0,0,0,1,0,2,4,3,3,2,3,3,2,3,4,3,4,4,4,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
"99",230,60,15,656,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,3,2,1,13,5,8,34,1,1,0,0,1,4,2,2,5,3,1,1,50,20,20,10,3,4,2,4,3,4,5,4,3,3,2,2,2,3,2,1,2,2,4,3,2,1,4,4,4,4,4,4,4,3,2,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1989,1,5,1,1,3,3,1,2011,9,1,2013,1,0,2,NA,NA,1,1,1,0,0,0,0,0,0,0,1,3,4,NA,3,2,2,1,1,2,1,5,4,4,3,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1
"100",231,60,15,657,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,4,4,2,1,11,10,10,45,1,1,1,0,0,4,3,4,5,4,2,2,98,0,2,0,4,4,5,5,3,5,4,4,2,3,3,2,3,3,3,3,2,2,5,3,3,3,4,4,5,4,4,5,4,4,5,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,4,1,1,1,1,0,36,0,0,3,3,2,1970,2,5,1,1,3,23,2,2003,9,1,1995,3,0,2,1995,9,1,1,1,0,0,0,0,0,0,1,0,4,4,2,3,2,3,3,3,1,1,5,4,5,3,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1
"101",230,60,15,659,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,4,2,1,12,10,10,45,1,1,1,1,1,3,2,4,4,4,2,2,80,0,20,0,4,5,5,4,4,5,5,4,3,3,3,2,3,3,3,3,3,2,5,3,3,3,4,4,5,4,4,5,4,4,4,2,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1969,2,5,1,1,3,20,2,1994,8,1,1994,4,4,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,2,3,NA,4,4,1,1,2,3,4,4,4,5,4,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
"102",230,60,15,660,1,3,1,0,0,1,0,0,1,0,0,0,0,2013,3,4,2,2,13,12,10,45,1,1,1,0,1,4,4,4,5,3,3,1,50,0,50,0,4,4,5,4,4,5,5,5,2,3,3,3,3,3,3,1,3,2,5,3,3,3,4,5,4,4,5,4,4,5,4,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,4,1,1,2,1,30,35,2,NA,5,4,2,1984,2,6,1,1,3,10,NA,2003,8,1,2007,2,2,2,2003,9,1,1,1,0,0,0,0,1,1,1,0,3,4,2,3,3,2,2,1,2,2,4,4,2,4,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1
"103",231,60,15,662,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,3,2,1,12,12,12,36,1,1,1,0,1,5,4,5,3,3,2,2,0,0,0,0,3,3,3,3,4,4,3,4,2,3,3,1,2,3,3,1,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1983,2,6,1,1,3,6,2,2008,9,1,2008,2,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,1,3,NA,4,3,3,3,2,2,2,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"104",234,61,16,665,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,5,1,1,12,24,24,80,1,1,0,1,0,4,3,3,3,2,2,2,90,NA,5,5,2,2,4,4,3,3,3,2,2,3,3,2,2,3,3,2,2,2,4,3,1,1,4,3,3,3,2,3,3,2,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1989,1,6,1,1,3,4,2,2010,9,1,2010,2,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,1,3,NA,4,2,2,2,2,2,2,3,3,4,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
"105",235,61,16,667,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,4,4,2,2,30,6,8,40,1,1,1,1,1,4,3,3,4,4,2,2,80,NA,10,10,4,4,3,3,4,3,5,3,3,3,NA,2,2,3,2,1,3,3,5,1,1,1,5,5,5,4,4,4,3,3,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,4,0,1,1,0,0,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,4,1,1,2,1,0,80,3,NA,3,5,1,1984,2,6,1,1,3,9,1,2006,NA,1,2006,2,0,2,2013,NA,1,1,1,0,0,0,0,0,1,1,0,1,4,5,4,3,3,2,3,1,4,4,4,4,4,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
"106",235,61,16,669,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,13,10,15,40,1,1,0,0,1,4,3,2,4,3,1,1,70,0,20,10,4,4,5,3,3,4,3,5,2,3,3,3,3,3,3,3,2,3,4,3,2,2,4,3,4,4,3,4,5,2,3,4,0,0,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1992,1,6,2,1,1,2,1,2013,8,1,2014,2,0,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,3,2,NA,2,1,2,1,2,2,3,4,3,4,3,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
"107",234,61,16,670,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,1,1,12,16,22,50,1,0,1,0,1,3,3,4,3,1,2,2,90,NA,5,5,3,2,4,4,3,4,4,5,2,3,2,2,2,2,2,2,3,3,4,3,1,1,4,3,3,3,2,3,3,2,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1962,2,6,1,1,3,24,2,2001,9,1,2001,4,1,2,NA,NA,1,1,1,0,0,0,1,1,0,0,0,1,3,NA,4,2,2,2,2,2,2,3,3,4,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
"108",235,61,16,672,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,1,1,12,6,22,50,1,0,1,0,0,3,3,4,3,1,2,2,90,NA,5,5,3,2,4,4,3,4,4,5,2,3,2,2,2,2,2,2,3,3,4,3,1,1,4,3,2,3,2,3,3,2,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1977,2,5,1,1,3,17,2,2001,9,1,NA,4,0,2,NA,NA,1,1,1,0,1,0,0,0,1,0,0,3,4,NA,3,2,2,2,3,2,2,3,3,5,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1
"109",234,61,16,672,1,3,1,0,0,1,0,0,0,0,0,0,0,2013,4,4,2,1,13,6,6,40,1,1,1,1,1,4,5,5,5,5,3,3,95,NA,4,1,4,4,3,3,4,3,3,3,3,3,2,2,2,3,3,1,3,3,5,1,1,1,5,5,5,4,4,4,3,4,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,4,0,1,1,0,0,0,0,1,NA,1,NA,1,NA,1,NA,NA,NA,4,1,1,2,1,0,64,NA,NA,3,5,2,NA,2,NA,1,1,3,17,2,2001,9,1,NA,4,1,2,1998,9,1,1,1,0,1,0,0,1,1,1,0,1,4,5,4,3,3,2,3,1,4,4,4,4,4,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
"110",486,63,16,688,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,4,1,1,13,12,10,69,1,0,1,0,1,4,4,4,3,3,2,2,100,0,0,0,5,5,4,4,5,5,5,3,2,3,3,1,3,3,2,3,3,2,5,3,3,3,5,4,5,5,4,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,1,1,1,11,2,2008,9,1,2005,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,3,3,NA,4,3,1,1,1,1,1,3,3,3,4,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
"111",485,63,16,688,1,1,1,1,0,0,0,0,0,0,0,0,0,2014,2,4,1,1,13,12,10,69,1,1,1,0,1,4,4,4,3,3,2,2,100,0,0,0,5,5,4,4,5,5,5,3,2,3,3,1,3,3,2,3,3,2,5,3,3,3,5,4,5,5,4,5,5,4,5,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,5,1,1,2,1,30,50,0,0,3,3,1,1980,2,5,1,1,1,11,2,2008,9,1,2005,3,0,2,2009,9,1,1,1,0,0,0,0,1,1,1,0,3,3,2,4,3,1,1,1,1,1,3,3,3,4,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
"112",484,63,16,689,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,3,2,1,12,12,10,45,2,0,1,0,0,4,3,3,4,4,3,1,60,0,40,0,4,4,5,4,3,4,5,4,3,3,3,2,2,2,2,3,3,3,3,2,3,1,4,4,4,3,4,4,2,4,4,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1976,2,5,1,1,3,18,2,2002,9,1,1996,3,3,2,NA,NA,1,1,1,1,0,0,0,0,0,1,0,3,1,NA,3,4,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
"113",485,63,16,693,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,2,13,15,15,60,1,0,1,0,0,3,4,4,4,4,2,3,60,0,40,0,5,5,4,4,5,5,5,5,2,3,2,2,3,3,3,3,3,3,3,2,1,2,4,4,4,2,4,4,3,4,4,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,2,5,1,1,3,28,2,1992,9,1,1988,4,3,2,NA,NA,1,1,1,1,0,0,0,0,1,1,0,3,1,NA,3,4,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
"114",486,63,16,694,1,3,1,0,0,1,0,0,0,0,0,0,0,2014,3,3,1,1,12,5,4,35,1,1,1,0,0,4,3,5,3,2,3,1,100,0,0,0,5,5,4,4,3,4,3,3,2,3,3,2,3,2,2,1,2,1,3,3,3,1,3,3,4,3,2,5,3,4,3,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,1,1,4,0,45,54,0,0,3,5,2,1966,2,4,1,1,3,50,1,1987,9,1,1988,4,0,1,1988,9,1,1,1,0,0,0,0,1,1,0,0,1,4,3,3,1,3,3,2,3,4,4,3,3,4,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1
"115",485,63,16,695,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,3,2,0,6,10,9,45,1,1,1,0,1,4,3,3,5,2,1,1,90,0,10,0,4,4,5,4,4,4,4,4,3,3,3,2,2,2,2,3,3,3,3,3,3,1,3,4,4,4,3,3,2,3,3,4,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1981,2,5,1,1,3,11,2,2004,9,1,2003,3,0,2,NA,NA,1,1,1,0,0,0,0,0,0,1,0,1,2,NA,3,3,2,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1
"116",484,63,16,696,1,3,1,0,0,1,0,0,0,0,0,0,0,2013,2,3,1,1,12,10,19,65,1,1,1,0,1,4,3,3,4,4,3,2,90,0,10,NA,4,4,4,4,3,4,4,4,3,3,3,2,2,2,2,3,3,2,4,1,NA,NA,NA,4,4,NA,4,4,NA,4,4,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,2,1,2,3,1,20,48,2,0,3,3,1,1978,2,5,1,1,3,10,2,2011,9,1,2004,2,0,2,2004,9,1,1,0,0,0,0,0,0,1,1,0,3,2,2,3,3,2,2,2,2,3,3,3,2,4,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1
"117",249,65,17,704,1,0,1,0,0,0,0,0,0,0,0,0,1,2013,2,4,1,4,8,8,0,60,2,0,1,0,1,4,4,4,2,2,2,1,70,0,30,0,2,3,3,2,2,2,4,1,2,3,3,2,2,3,2,2,3,2,5,2,2,NA,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,NA,5,1,2,2,2,0,33,13,NA,3,4,1,1980,2,5,1,1,1,14,1,2001,7,1,2001,3,3,2,2002,3,1,1,1,0,0,0,0,1,1,1,0,1,4,4,4,1,2,2,3,1,4,4,4,4,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
"118",248,65,17,705,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,3,4,2,1,14,10,10,50,1,1,1,1,1,4,4,4,4,4,1,1,40,0,30,30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,5,3,2,1,5,5,5,4,4,4,3,3,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,5,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,5,1,1,2,4,NA,30,12,10,3,4,2,1981,2,6,1,1,3,12,1,2002,9,1,2003,3,0,2,2003,9,1,1,1,0,0,0,0,1,1,1,0,1,5,4,4,3,2,2,3,4,5,5,4,5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
"119",249,65,17,707,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,16,20,20,50,1,1,1,1,1,4,4,4,4,4,4,4,50,0,50,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,2,2,NA,NA,NA,4,4,4,NA,NA,NA,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1982,2,6,1,1,3,7,2,2007,7,1,2008,2,0,2,NA,NA,1,1,1,0,1,0,0,0,1,1,0,1,4,NA,4,2,2,2,2,2,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
"120",249,65,17,709,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,18,0,25,50,1,1,0,0,1,4,4,4,5,5,3,3,50,0,50,0,4,4,5,5,2,4,5,4,3,3,3,3,2,3,3,3,3,2,5,2,3,2,NA,NA,NA,4,5,5,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1984,2,6,1,1,3,7,2,2008,9,1,2007,2,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,1,2,NA,4,2,2,2,2,2,4,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"121",248,65,17,711,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,5,2,1,12,15,10,40,1,1,1,0,1,4,4,4,5,4,2,3,80,5,5,10,3,2,4,4,3,5,4,5,2,3,3,3,2,3,3,3,2,1,5,3,3,3,5,5,5,5,5,5,5,5,5,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1972,2,6,1,1,3,21,2,2002,9,1,2002,3,0,2,NA,NA,1,1,1,0,0,0,0,1,1,1,0,2,3,NA,3,2,2,3,2,3,3,5,2,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
