"","ids","clsids","w2clsids","schids","ctyids","w2frame","w2subsample","w2fall","w2sweight","w1w2sweight","w2status","w2mtype","w2mreason","w2clsra","w2coglmh","w2cogtype","w2cogscore","w2cog3pl","w2chn","w2upchn","w2mat","w2upmat","w2eng","w2upeng","w2a01","w2a02","w2a03","w2a04","w2a05","w2a0601","w2a0602","w2a0603","w2a0604","w2a0701","w2a0702","w2a0703","w2a0704","w2a0705","w2a0706","w2a0707","w2a0708","w2a0801","w2a0801a","w2a0802","w2a0802a","w2a0802b","w2a0802c01","w2a0802c02","w2a0802c03","w2a0803","w2a0803a","w2a0804","w2a0804a","w2a09","w2a10","w2a11","w2a12","w2a13","w2a14","w2a15","w2a16","w2a17","w2a18","w2a19","w2a2001","w2a2002","w2a2003","w2a2004","w2a2005","w2a2006","w2a2101a","w2a2101b","w2a2102a","w2a2102b","w2a2103a","w2a2103b","w2a2104a","w2a2104b","w2a22","w2a23","w2a24","w2a25","w2a26","w2a27","w2a28","w2a29","w2a30","w2a31","w2a32","w2b01","w2b02","w2b03","w2b04","w2b0501","w2b0502","w2b0503","w2b0504","w2b0505","w2b0506","w2b0507","w2b0508","w2b0509","w2b0601","w2b0602","w2b0603","w2b0604","w2b0605","w2b0606","w2b0607","w2b0608","w2b0609","w2b0610","w2b07a","w2b07b","w2b07c","w2b07d","w2b07e","w2b07f","w2b08a","w2b08b","w2b08c","w2b08d","w2b08e","w2b08f","w2b09","w2b10","w2b1100","w2b1101","w2b1102","w2b1103","w2b1104","w2b1105","w2b1106","w2b1107","w2b1108","w2b1109","w2b1110","w2b1111","w2b1200","w2b1201","w2b1202","w2b1203","w2b1204","w2b1205","w2b1206","w2b1207","w2b1300","w2b1301","w2b1302","w2b1303","w2b1304","w2b1305","w2b1401","w2b1402","w2b1403","w2b1404","w2b1405","w2b1406","w2b15","w2b16","w2b17","w2b18","w2b19","w2b20","w2b21","w2c01","w2c02","w2c03","w2c04","w2c05","w2c06","w2c0701a","w2c0701b","w2c0701c","w2c0702a","w2c0702b","w2c0702c","w2c0703a","w2c0703b","w2c0703c","w2c0704a","w2c0704b","w2c0704c","w2c0705a","w2c0705b","w2c0705c","w2c0706a","w2c0706b","w2c0706c","w2c08","w2c08a","w2c08b","w2c09","w2c09a","w2c09b","w2c10","w2c11","w2c11a","w2c12","w2c13a","w2c13b","w2c14a","w2c14b","w2c15","w2c16","w2c17","w2c17a","w2c18a","w2c18b","w2c1900","w2c1901","w2c1902","w2c1903","w2c1904","w2c1905","w2c1906","w2c1908","w2c1909","w2c1907","w2c20","w2c21","w2c22a","w2c22b","w2c23","w2c2401","w2c2402","w2c2403","w2c2404","w2c2501","w2c2502","w2c2503","w2c2504","w2c2505","w2c2506","w2c2507","w2c2508","w2c2509","w2c2510","w2c2601","w2c2602","w2c2603","w2c2604","w2c2605","w2c2606","w2c2607","w2d0101","w2d0102","w2d0103","w2d0201","w2d0202","w2d0203","w2d0204","w2d0205","w2d0206","w2d0207","w2d0208","w2d0209","w2d0210","w2d0301","w2d0302","w2d0303","w2d0304","w2d0305","w2d0306","w2d0307","w2d0308","w2d0309","w2d04","w2d05","w2d0601","w2d0602","w2d0603","w2d0604","w2d07","w2d08","w2d09","w2d10b01","w2d10c01","w2d10d01","w2d10e01","w2d10b02","w2d10c02","w2d10d02","w2d10e02","w2d10b03","w2d10c03","w2d10d03","w2d10e03","w2d10b04","w2d10c04","w2d10d04","w2d10e04","w2d10b05","w2d10c05","w2d10d05","w2d10e05","w2d1101","w2d1102","w2d1103","w2d1104","w2d1105","w2d1106","w2d1107","w2d1108","w2d1109","w2d1110","w2d12","w2d13","w2d14","w2d15","w2d16","random_even_placement"
"11",1065,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,24,0.885033011436462,83,100,87,100,84,100,1,3,1,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,3,3,6,3,3,4,7,3,5,4,3,49,4,3,2,3,2,2,3,2,2,2,2,2,1,1,2,1,4,4,3,4,1,1,3,2,1,1,3,2,3,1,3,3,1,3,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,2,11,20,7,5,4,4,168,54,4,4,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,0.200000002980232,0.200000002980232,2,NA,NA,2,1,1,1,5,30,NA,32,3,2,2,NA,9,0,1,0,0,0,0,0,0,0,0,0,1,2,NA,13,3,4,4,4,4,2,2,2,2,3,3,2,3,1,3,4,3,1,1,1,2,2,3,5,5,2,1,1,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,1,1,1,0,0,0,2,1,20,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"12",1066,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,3,3,35,2.04128909111023,80,100,97,100,91,100,1,2,1,5,2,0,2,0,0,0,0,0,0,1,1,0,0,0,NA,1,NA,3,1,1,0,0,NA,0,NA,3,1,4,2,4,6,2,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,1,8,3,3,8,4,62,4,2,3,4,4,4,2,2,2,2,2,2,4,2,4,2,4,4,2,4,2,1,2,2,1,1,1,1,2,2,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,15,8,3,6,4,172,45,3,4,1,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,2,2,NA,NA,5,60,10,NA,2,2,2,NA,9,0,1,0,0,0,0,0,0,0,0,0,2,2,99,NA,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,2,0,0,0,1,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"13",1067,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,1,1,21,-0.24099600315094,66,100,60,100,68,100,NA,2,1,3,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,2,2,2,2,1,3,3,3,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,6,1,5,3,7,2,6,6,3,63,2,3,1,3,3,3,3,3,3,4,4,4,3,3,3,2,3,4,4,NA,1,1,3,3,4,4,2,2,3,2,3,3,2,2,3,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,11,30,7,6,6,3,166,40,2,4,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,1,1,3,NA,NA,NA,2,NA,NA,1,30,NA,40,2,3,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,NA,99,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,4,4,3,3,5,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,1,0,1,0,2,1,NA,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,3,3,3,1,1,1,1,1,2,1,1,2,2,1,1,1
"14",1068,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,31,1.34716403484344,81,100,87,100,85,100,1,NA,1,5,1,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,6,6,2,1,1,1,1,2,2,2,1,2,2,1,3,1,3,1,3,1,3,2,3,6,1,NA,2,7,1,4,6,3,61,2,3,2,1,1,1,2,3,3,1,1,1,2,2,2,2,3,2,2,3,2,1,3,2,1,1,3,3,3,2,3,2,2,4,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,2,1,10,8,4,5,3,167,NA,4,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,0.300000011920929,0.300000011920929,1,375,375,2,2,NA,NA,5,20,NA,30,5,5,2,NA,8,NA,0,1,0,0,0,0,0,1,0,0,2,2,NA,11,3,2,4,2,4,3,3,2,2,3,3,3,3,3,3,3,3,1,1,1,2,2,1,5,5,2,1,1,1,2,2,1,1,1,1,1,1,1,4,4,2,4,2,2,1,1,1,0,0,0,2,1,8,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1
"15",1069,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,29,1.17557096481323,89,100,97,100,98,100,1,2,1,5,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,3,2,12,12,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,NA,2,8,2,2,5,4,61,3,3,3,3,3,3,3,3,3,4,4,4,3,2,3,2,3,3,3,3,1,1,3,3,6,1,2,2,3,2,6,1,2,2,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,2,7,15,8,2,5,4,164,NA,3,5,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,4.40000009536743,5,1,100,0,2,2,NA,NA,5,15,NA,20,3,3,2,NA,7,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,NA,3,4,4,4,4,1,1,2,1,1,1,2,2,1,1,4,4,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,0,0,0,1,2,1,10,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1
"16",1070,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,2,2,25,0.429221987724304,79,100,67,100,82,100,1,2,1,5,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,2,3,0,14,14,2,2,1,1,2,3,2,2,2,3,3,2,2,2,2,1,1,1,1,2,3,6,2,3,2,7,4,14,8,2,61,2,3,3,2,2,4,2,2,4,2,2,4,1,1,1,1,4,4,2,3,1,1,4,4,1,1,1,1,4,2,4,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,1,15,7,3,4,3,158,54,4,4,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,11,12,2,NA,NA,2,NA,NA,2,2,NA,NA,5,30,NA,28,4,3,2,NA,8,NA,0,0,0,0,0,0,1,0,0,0,2,2,NA,12,3,4,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,4,4,2,2,1,1,1,3,1,3,1,1,2,2,3,2,2,3,3,2,2,2,2,0,0,0,1,2,1,6,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"17",1071,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,26,0.995685994625092,83,100,84,100,97,100,1,2,1,2,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,13,5,2,2,1,4,4,3,3,3,2,2,2,2,3,2,3,2,3,2,3,2,3,6,4,3,1,8,3,9,8,3,52,3,4,4,4,4,4,3,4,4,4,4,4,3,1,3,1,4,4,3,4,1,1,3,2,1,1,1,1,3,3,3,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,2,11,30,8,6,5,3,166,45,2,4,2,1,2,NA,NA,3,10,10,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,0.5,1.5,3,NA,NA,NA,2,NA,NA,6,30,NA,30,4,3,2,NA,10,5,1,0,0,0,0,0,0,0,0,0,2,2,NA,13,3,4,4,4,4,2,1,1,1,1,2,3,3,3,1,4,4,1,1,1,4,1,5,5,5,2,2,1,1,1,2,1,1,1,1,3,3,1,4,4,4,4,3,3,1,2,0,0,0,1,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1
"18",1072,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,2,2,26,0.885676980018616,73,100,57,100,68,100,1,2,1,2,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,2,2,2,2,1,3,3,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,5,5,3,3,9,2,9,7,3,54,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,6,6,6,6,4,4,6,6,6,6,4,4,3,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,2,2,10,7,9,7,3,191,90,4,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,4.80000019073486,4.69999980926514,1,175,215,2,NA,NA,NA,5,120,5,50,2,2,1,1,7,15,1,0,0,0,0,0,0,0,0,0,2,2,NA,NA,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,4,4,3,5,4,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,1,2,1,0,0,0,2,1,10,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1
"19",1073,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,2,2,23,0.745773017406464,70,100,66,100,67,100,1,3,1,5,2,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,NA,2,NA,NA,NA,0,NA,0,NA,3,1,4,2,14,14,2,2,1,1,1,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,6,3,2,2,9,2,1,7,4,62,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,3,5,1,4,2,4,3,2,1,2,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,20,9,1,6,4,170,47,2,5,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,5.30000019073486,5.19999980926514,3,NA,NA,NA,2,NA,NA,2,30,1,NA,3,2,2,NA,9,30,0,1,1,1,1,1,1,1,1,1,2,2,99,NA,5,1,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,1,1,NA,5,5,3,1,2,2,3,3,1,1,2,1,1,1,1,4,4,1,4,4,4,2,2,0,0,0,1,5,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1
"20",1074,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,32,0.789829015731812,81,100,97,100,99,100,1,2,1,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,7,2,2,2,1,3,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,6,3,4,2,7,2,12,6,3,52,4,2,4,3,3,3,3,3,3,4,4,4,2,1,2,1,3,4,3,4,1,1,3,2,4,1,2,2,3,2,4,2,3,3,3,3,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,1,5,7,5,6,3,173,60,3,3,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,0.899999976158142,0.400000005960464,2,NA,NA,2,1,2,1,1,30,NA,48,3,3,2,NA,8,NA,1,0,0,0,0,0,0,0,0,0,1,2,NA,13,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,4,3,1,1,2,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,2,2,0,0,0,1,2,1,8,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1
"21",1075,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,28,1.08520400524139,86,100,68,100,95,100,1,3,1,2,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,5,2,3,3,2,2,1,3,4,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,6,4,3,4,8,4,3,6,4,61,3,3,3,3,3,3,3,3,3,2,2,2,2,4,2,4,4,4,4,3,2,2,3,4,4,3,3,2,2,2,3,2,2,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,11,5,9,3,6,4,161,44,3,2,2,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,0.800000011920929,0.800000011920929,1,150,150,2,2,NA,NA,3,40,NA,40,2,1,1,1,9,0,0,0,0,1,0,0,0,0,0,0,1,2,NA,12,3,2,3,3,4,2,1,2,1,1,1,1,1,3,4,4,3,2,2,2,3,4,3,5,5,3,3,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,2,2,0,0,0,1,3,1,3,2,1,1,1,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1
"22",1076,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,2,2,31,1.15479803085327,77,100,87,100,69,100,1,2,1,1,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,4,2,1,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,6,3,3,2,8,2,1,5,4,60,NA,2,1,4,4,4,4,4,4,4,4,4,3,1,3,1,4,4,4,4,1,1,3,1,1,1,1,1,2,1,1,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,5,NA,1,5,4,172,75,4,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,3,30,0,NA,2,1,2,NA,8,0,1,0,0,0,0,0,0,0,0,0,1,1,99,NA,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,2,2,0,0,0,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"23",1077,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,3,3,25,0.776812970638275,70,100,73,100,72,100,1,3,1,5,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,5,2,2,13,2,2,1,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,6,5,4,3,8,2,2,8,3,62,3,3,3,4,4,3,3,3,3,3,4,3,3,2,3,2,3,3,3,3,1,1,4,2,3,3,2,1,4,2,2,4,2,2,5,5,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,NA,2,15,8,2,6,3,174,55,3,5,1,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,13,13,3,14,14,2,5,5,3,NA,NA,NA,2,NA,NA,5,60,2,NA,2,2,2,NA,8,0,0,0,1,0,0,0,0,1,0,0,1,1,14,NA,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,4,4,1,1,1,4,3,5,5,5,1,1,NA,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,2,0,0,0,1,2,1,37,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",1078,33,33,9,3,1,1,0,2503.97436523438,2545.97436523438,1,NA,NA,0,3,3,30,1.24389398097992,87,100,69,100,88,100,1,2,1,5,2,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,4,1,5,2,13,13,2,1,1,4,3,3,2,1,1,2,2,2,3,1,3,1,3,1,2,2,2,6,NA,2,2,9,5,13,6,3,50,2,3,1,3,4,3,3,3,2,2,3,3,2,1,2,1,4,4,4,4,2,1,2,1,1,1,4,3,2,1,4,3,2,2,1,3,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,2,2,15,9,6,6,3,162,48,4,2,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,4.80000019073486,5.09999990463257,2,NA,NA,2,2,NA,NA,5,20,NA,41,3,2,2,NA,9,25,0,0,1,0,0,0,0,1,1,0,1,2,NA,12,3,3,3,3,4,1,1,1,1,1,3,3,NA,4,1,2,3,1,1,1,3,3,4,4,4,1,1,1,1,2,2,1,2,1,1,2,2,2,4,3,3,3,3,3,1,2,0,0,0,1,2,1,36,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,4,2,1,1,1
"25",1079,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,2,2,23,0.34621998667717,66,100,22,100,21,100,1,3,1,5,2,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,4,1,5,2,2,7,2,2,1,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,6,4,4,3,5,2,2,6,2,60,2,3,1,2,3,1,1,1,1,2,2,1,1,3,2,2,4,4,4,4,1,1,4,1,4,1,6,6,5,1,4,1,6,6,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,2,1,7,5,13,6,3,158,83,2,4,2,5,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,5.09999990463257,5.19999980926514,3,NA,NA,NA,1,2,2,1,30,0,NA,4,4,1,2,8,30,0,0,0,0,1,0,0,0,0,0,2,1,14,NA,3,1,2,2,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,4,2,3,5,4,1,1,1,2,4,1,2,1,1,3,3,3,3,2,2,3,3,3,2,2,0,0,0,1,2,1,4,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1
"26",1080,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,3,3,30,1.27850902080536,80,100,94,100,72,100,1,2,1,1,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,4,1,5,2,1,13,2,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,1,9,5,6,6,4,60,3,3,3,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,3,3,4,2,2,2,3,3,3,2,5,4,6,6,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,11,30,9,6,6,4,185,60,3,5,1,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,5,5,3,NA,NA,NA,2,NA,NA,0,0,0,NA,5,5,2,NA,8,0,1,0,0,0,0,0,0,0,0,0,NA,NA,99,NA,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,4,4,4,4,2,2,0,0,0,1,1,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,1,4,2,2,2,1
"27",1081,33,33,9,3,1,1,0,2489.9326171875,2531.9326171875,1,NA,NA,0,2,2,29,1.09249901771545,81,100,94,100,96,100,1,NA,NA,5,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,3,1,5,2,1,2,2,2,1,4,4,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,6,2,3,2,9,3,2,5,4,60,4,4,4,4,3,4,4,3,4,4,3,3,2,1,3,1,4,3,4,3,1,1,3,2,1,1,1,1,2,3,4,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,5,9,2,5,4,175,35,3,5,2,0,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,425,425,2,2,NA,NA,7,100,2,NA,2,3,2,NA,8,0,1,0,0,0,0,0,0,0,0,0,1,2,99,NA,3,4,4,4,3,2,1,2,2,2,2,2,1,2,2,4,4,1,1,3,4,3,3,5,5,2,2,2,1,2,2,1,1,1,1,2,2,2,2,3,3,4,3,4,2,2,0,0,0,1,2,1,5,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1
